question,answer
ما هو سبب انضمام الوصي على العرش في العراق ونوري السعيد لحلف بغداد؟,سبب انضمام الوصي على العرش في العراق ونوري السعيد لحلف بغداد كان لطف بغداد المهادنة مع بريطانيا.
كيف تأثرت علاقات حكومة العراق ببعض الدول العربية بسبب سياسة الوصي على العرش ونوري السعيد؟,تأثرت علاقات حكومة العراق ببعض الدول العربية بسبب سياسة الوصي على العرش ونوري السعيد نتيجة ميولهما لطف بغداد المهادنة مع بريطانيا.
ما التطابق بين سياسة عباس فرحات تجاه الاحتلال الفرنسي وسياسة العراق تجاه الاحتلال الانجليزي في عهد حكومة نوري السعيد؟,التطابق بين سياسة عباس فرحات تجاه الاحتلال الفرنسي وسياسة العراق تجاه الاحتلال الانجليزي في عهد حكومة نوري السعيد هو تصدير المهادنة مع الاحتلال الى الاحتلال الفرنسي والانجليزي.
ما تأثير عقد معاهدة بورتسموث بين انجلترا والعراق عام 1948 على علاقات حكومة العراق؟,أدت سياسة الوصي على العرش في العراق ونوري السعيد إلى تأثير علاقات حكومة العراق وبعض الدول العربية.
ما الذي يتطابق في سياسة عباس فرحات تجاه الاحتلال الفرنسي وسياسة العراق تجاه الاحتلال الإنجليزي في عهد حكومة نوري السعيد؟,تطابقت سياسة عباس فرحات تجاه الاحتلال الفرنسي مع سياسة العراق تجاه الاحتلال الإنجليزي في عهد حكومة نوري السعيد في تصدير المهادنة مع الاحتلال.
متى دخل العراق في حلف بغداد؟,دخل العراق مع إنجلترا وتركيا وإيران وباكستان عام 1944 إلى حلف بغداد.
ما دلالة انضمام العراق إلى حلف بغداد مع إنجلترا وتركيا؟,يدل انضمام العراق إلى حلف بغداد مع إنجلترا وتركيا على ضعف الرؤية الصحيحة للسياسة العراقية.
ما دور المبادئ المصرية في ثورة 23 يوليو 1952 في تغيير النظام السياسي في العراق؟,أسهمت المبادئ المصرية في ثورة 23 يوليو 1952 في تغيير النظام السياسي في العراق.
من وقع قصف مينائي روسيا اوديسا وسبتاستبول؟,الأسطول العثماني.
من تم اسناد شرافة مكة إليه؟,الشريف حسين بن علي.
من عقد معاهدة دارين مع انجلترا؟,عبد العزيز ال سعود.
من اسند الأتراك حكم جدة إليه؟,وهيب باشا.
من أعلن الثورة العربية ضد الأتراك؟,الشريف حسين بن علي.
من عقد اتفاقية سايكس بيكو؟,السلطان حسين كامل.
من أعلن الدولة العثمانية وقف القتال وعقد هدنة مدروس؟,السلطان أحمد فؤاد.
من عقد اتفاقية سايكس بيكو لاقتسام منطقة الهلال الخصيب؟,السلطان حسين كامل.
من أعلن الدولة العثمانية وقف القتال وعقد هدنة مدروس؟,السلطان أحمد فؤاد.
من استولت إنجلترا على الموصل في العراق عقب هدنة مدروس؟,السلطان أحمد فؤاد.
من عقد مؤتمر سان ريمو لإعادة النظر في اتفاقية سايكس بيكو؟,السلطان أحمد فؤاد.
من نجح في إبادة قوات الشريف حسين عند تربة؟,عبد العزيز آل سعود.
من استولى عبد العزيز آل سعود على الطائف؟,السلطان أحمد فؤاد.
من هو الملك الذي حكم في ذلك الوقت؟,الملك فؤاد الأول.
من قام بضرب الرشيد ضربة نهائية وضم حائل؟,عبد العزيز آل سعود.
من قام بإعلان نفسه ملك الحجاز وسلطان نجد؟,عبد العزيز آل سعود.
من عقد معاهدة الطائف بين السعودية واليمن؟,عبد العزيز آل سعود.
من فرض الانتداب الفرنسي على سوريا ولبنان؟,الملك فؤاد الأول.
من قاد الثورة السورية الكبرى؟,سلطان باشا الأطرس.
من افصل الفرنسيين لواء الاسكندرونة عن سوريا؟,تركيا.
من عقد مجلس النواب في سوريا واختار شكري القوتلي رئيساً؟,الملك فؤاد الأول.
من عقد مجلس النواب في لبنان واختار بشارة الخوري رئيساً؟,الملك فاروق.
من قام بإعتقال زعيمي لبنان بشارة الخوري ورياض الصلح؟,الملك فاروق.
من أعلن استقلال سوريا ولبنان من الاحتلال الفرنسي؟,الملك فاروق.
من فرض الانتداب البريطاني على العراق؟,الملك فؤاد الأول.
من قام بقيام ثورة العشرين في العراق؟,السلطان احمد فؤاد.
